id,original_title,original_language,genre,overview,popularity,vote_count,vote_average,release_date
45324,Casino Jack,en,"Comedy, Crime, Drama","Based on a true story, a hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.",1.4569,315,5.859,2010-09-16
4942,Leatherheads,en,"Comedy, Romance, Drama","A light hearted comedy about the beginnings of Professional American Football. When a decorated war hero and college all star is tempted into playing professional football. Everyone see the chance to make some big money, but when a reporter digs up some dirt on the war hero... everyone could lose out.",3.3627,480,5.9,2008-03-24
11258,Hard Rain,en,"Thriller, Crime, Action",An armored car driver tries to elude a gang of thieves while a flood ravages the countryside.,5.3503,753,5.857,1998-01-16
10317,Our Brand Is Crisis,en,"Comedy, Drama","Based on the documentary ""Our Brand Is Crisis"", this feature focuses on the use of American political campaign strategies in South America.",6.211,517,5.857,2015-09-11
5375,Fred Claus,en,"Action, Comedy, Drama","Fred Claus and Santa Claus have been estranged brothers for many years. Now Fred must reconcile his differences with his brother whom he believes overshadows him. When an efficiency expert assesses the workings at the North Pole and threatens to shut Santa down, Fred must help his brother to save Christmas.",9.6626,892,5.857,2007-11-09
9070,Mighty Morphin Power Rangers: The Movie,en,"Action, Adventure, Science Fiction, Fantasy","Six incredible teens out-maneuver and defeat evil everywhere as the Mighty Morphin Power Rangers, but this time the Power Rangers may have met their match when they face off with Ivan Ooze, the most sinister monster the galaxy has ever seen.",2.8203,741,5.9,1995-06-30
377275,Victoria,fr,"Comedy, Drama, Romance","Victoria is a thirty-something divorced lawyer who's struggling to raise her two daughters. She is canny and cynical but on the verge of an emotional breakdown. At a friend's wedding she reconnects with Vincent, an old friend, and Sam, an old client. Her life is about to take a new turn.",0.8278,502,5.856,2016-09-14
2144,One Night at McCool's,en,"Comedy, Crime","On an ordinary night, in an ordinary part of town, a beautiful young woman walks into a bar. Her name is Jewel, and before long she is chatting to bartender Randy. The pair leave together, but he ends up getting into a tussle with her criminal boyfriend, who she then shoots dead, later persuading Randy to take the rap for her. But this isn't the end of it, as both Randy's cousin Carl and the detective assigned to the murder case also fall for Jewel's charms and find themselves caught up in the ensuing events. It seems that any man who meets Jewel falls instantly in love with her, and she's going to use this fully to her own advantage, leaving a trail of havoc in her wake. It also seems that she is going to get away with it - that is, until Randy decides to hire a hitman...",2.0704,362,5.9,2001-04-19
419522,Beata ignoranza,it,Comedy,"Ernesto and Filippo, two high school teachers, couldn’t be more different: Filippo is a cheerful liberal who is constantly online. Handsome and youthful, he is a serial seducer on the social networks. Ernesto, instead is a stern conservative, rigorously computerless. He is probably the last person around who still has a first-generation cell phone and his teaching methods are very traditional. They used to be best friends but an unresolved fight kept them far apart, until the day fate intervened and they found themselves teaching at the same school. Their opposite viewpoints will soon and inevitably lead to a new clash. The internet will force them to deal with their past, which resurfaces in the shape of Nina, a young woman who conducts an experiment on them: Filippo must try to leave the world of Internet and Ernesto must try to enter it.",1.1484,455,5.9,2017-02-23
157823,Night Moves,en,"Thriller, Drama",The story about three radical environmentalists coming together to execute the most intense protest of their lives: the explosion of a hydroelectric dam.,0.5534,359,5.854,2014-04-23
109431,Identity Thief,en,"Comedy, Crime","When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",3.933,3445,5.854,2013-02-07
9678,Little Nicky,en,"Comedy, Fantasy","After the lord of darkness decides he will not cede his throne to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell.",3.508,1917,5.853,2000-11-10
509874,Lying and Stealing,en,"Crime, Comedy, Drama","Hoping to leave his criminal lifestyle behind him, a successful art thief teams up with a sexy con woman to pull off the ultimate heist and set himself free.",5.6144,369,5.852,2019-07-12
206296,The Last Five Years,en,"Comedy, Drama, Music, Romance","In New York, a struggling actress and a successful writer sing about their failed marriage from two perspectives.",0.6137,349,5.852,2014-11-03
9413,Picture Perfect,en,"Romance, Comedy, Drama","A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",1.5171,444,5.9,1997-08-01
718840,A Nice Girl Like You,en,"Comedy, Romance","Lucy Neal is thrown for a loop when she is accused of being too inhibited by her ex-boyfriend. In an effort to prove him wrong, Lucy creates a rather wild to-do list that sends her on a whirlwind and surprising journey of self-discovery, friendship, and new love.",3.3026,373,5.851,2020-07-18
315319,Si accettano miracoli,it,Comedy,"Fired from his HR job in the big city, Fulvio returns home and sees a leaky pipe in his brother's church as the way to save the crumbling town.",2.6117,434,5.9,2015-01-02
270010,A Hologram for the King,en,"Comedy, Drama","Alan Clay, a struggling American businessman, travels to Saudi Arabia to sell a new technology to the King, only to be challenged by endless Middle Eastern bureaucracy, a perpetually absent monarch, and a suspicious growth on his back.",1.0503,1197,5.9,2016-04-22
192149,The Two Faces of January,en,Thriller,"1962. A con artist, his wife, and a dangerous stranger are caught up in the murder of a private detective and are forced to try and escape Athens.",0.4961,712,5.851,2014-05-16
72207,The Five-Year Engagement,en,"Comedy, Romance","Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle.",3.3137,1382,5.851,2012-04-27
44982,13,en,"Drama, Thriller","A naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men.",4.663,867,5.9,2010-03-12
27573,The Bounty Hunter,en,"Action, Comedy, Romance","Milo Boyd, a down-on-his-luck bounty hunter, thinks he's seeing an upswing in fortune when he gets a call to bring in his bail-jumping ex-wife, a reporter named Nicole. Milo considers the job an easy payday, but Nicole quickly escapes to chase a lead on a murder case. The former spouses play an escalating game of one-upmanship, until they suddenly find themselves on the run for their lives.",3.9814,2964,5.851,2010-03-16
79697,Butter,en,Comedy,An adopted girl discovers her talent for butter carving and finds herself pitted against an ambitious local woman in their Iowa town's annual contest.,4.5285,417,5.8,2012-10-05
59965,Abduction,en,"Thriller, Action, Mystery","For many years, Nathan Harper has had the uneasy feeling that life with his family isn't quite what it seems. As he draws closer to uncovering the truth, he is hunted by assassins, forcing him to flee with his neighbor, Karen, the only person he can trust.",2.6631,2968,5.85,2011-09-22
12138,3000 Miles to Graceland,en,"Action, Adventure, Comedy, Crime, Thriller","It was an ingenious enough plan: rob the Riviera Casino's count room during an Elvis impersonator convention. But Thomas Murphy decided to keep all the money for himself and shot all his partners, including recently-freed ex-con Michael Zane. With $3.2 million at stake, the Marshals Service closing in, Michael must track down Murphy.",5.387,677,5.85,2001-02-23
4327,Charlie's Angels,en,"Action, Comedy, Adventure","The captivating crime-fighting trio who are masters of disguise, espionage and martial arts are back! When a devious mastermind embroils them in a plot to destroy individual privacy, the Angels, aided by their loyal sidekick Bosley, set out to bring down the bad guys. But when a terrible secret is revealed, it makes the Angels targets for assassination.",7.0198,4377,5.85,2000-11-02
